id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_2608,Celebrities,20-06-2024,Skirt,women,pink,stripes,casual,1293,84,22642,US,img_2608.jpg,,straight cut,full-length,boat neck,3/4 sleeve,rayon,8006.33,event - memes,April Fools Viral 2024
instagram_2609,YouTube,26-04-2024,T-Shirt,unisex,blue,abstract,streetwear,1856,72,16151,Global,img_2609.jpg,,straight cut,full-length,polo neck,cap sleeve,viscose,6026.33,event - political,India State Elections 2024
instagram_2610,Instagram,28-08-2024,Kurta,men,"green, white",checks,casual,5439,217,22663,India,img_2610.jpg,,Slim fit,knee-length,square neck,puff sleeve,linen,9439.67,books,Bestseller Book Tour 2024
instagram_2611,Instagram,03-04-2025,Saree,women,beige,stripes,festive,2020,48,4434,India,img_2611.jpg,,oversized,mini,collared,bell sleeve,polyester,2167.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2612,Celebrities,02-09-2024,Jeans,unisex,"beige, white",checks,formal,1977,201,29655,Europe,img_2612.jpg,,straight cut,knee-length,square neck,sleeveless,linen,10611,event - memes,April Fools Viral 2024
instagram_2613,Celebrities,28-06-2025,Dress,women,yellow,animal print,festive,817,32,11840,Europe,img_2613.jpg,,Slim fit,maxi,collared,cap sleeve,cotton,4229.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2614,Marketplace,02-02-2025,Kurti,women,black,graphic prints,formal,967,188,27454,US,img_2614.jpg,,Slim fit,midi,v-neck,full sleeve,linen,9536.33,designer launches,Dior Haute 2025
instagram_2615,Celebrities,13-12-2024,Dress,women,beige,graphic prints,formal,2668,151,739,US,img_2615.jpg,,relaxed fit,knee-length,square neck,half sleeve,denim,1186,designer launches,Ralph Lauren Spring Collection 2024
instagram_2616,YouTube,07-10-2024,Blazer,men,yellow,polka dots,formal,4970,398,6711,Global,img_2616.jpg,,relaxed fit,midi,halter,cap sleeve,polyester,4026.33,event - memes,April Fools Viral 2024
instagram_2617,Cinema,17-12-2025,Jacket,unisex,pink,abstract,casual,1768,34,34278,US,img_2617.jpg,,relaxed fit,mini,boat neck,cap sleeve,blends,12026.67,franchise,Star Wars New Trilogy 2025
instagram_2618,Marketplace,25-07-2025,Saree,women,"beige, green",polka dots,streetwear,5572,125,16443,Global,img_2618.jpg,,flared,ankle-length,halter,half sleeve,polyester,7380,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2619,YouTube,04-05-2024,Dress,women,green,stripes,formal,2080,355,26487,US,img_2619.jpg,,Slim fit,knee-length,v-neck,puff sleeve,cotton,9640.67,trending memes,Galaxy Brain Remix
instagram_2620,Facebook,22-12-2024,Jacket,unisex,beige,animal print,streetwear,4270,318,27236,India,img_2620.jpg,,relaxed fit,maxi,v-neck,puff sleeve,linen,10608,event - political,US Presidential Election 2024
instagram_2621,YouTube,30-01-2024,Shirt,men,pink,polka dots,casual,444,443,17345,Global,img_2621.jpg,,relaxed fit,mini,v-neck,3/4 sleeve,linen,6077.33,trending memes,Distracted Boyfriend Revival
instagram_2622,Instagram,19-07-2024,Kurti,women,"beige, black",graphic prints,casual,3038,112,19705,Global,img_2622.jpg,,flared,ankle-length,v-neck,puff sleeve,knits,7618.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_2623,YouTube,20-12-2025,Blazer,men,yellow,stripes,streetwear,3442,56,12429,Global,img_2623.jpg,,flared,midi,polo neck,full sleeve,denim,5309,event - memes,Super Bowl Halftime Meme 2025
instagram_2624,Facebook,11-09-2024,Kurti,women,blue,polka dots,streetwear,3590,140,32137,Europe,img_2624.jpg,,oversized,knee-length,boat neck,sleeveless,jersey,11955.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_2625,Instagram,30-03-2024,Jeans,men,green,solid,festive,2384,71,26344,Global,img_2625.jpg,,relaxed fit,cropped,crew neck,full sleeve,viscose,9599.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_2626,YouTube,05-04-2024,Kurti,women,pink,stripes,formal,1721,77,1421,Global,img_2626.jpg,,a-line,mini,v-neck,sleeveless,blends,1073,designer launches,Chanel Cruise 2024
instagram_2627,Instagram,22-05-2024,T-Shirt,men,green,checks,formal,706,479,14191,Global,img_2627.jpg,,a-line,maxi,halter,sleeveless,linen,5125.33,books,Pulitzer Feature 2024
instagram_2628,YouTube,07-12-2024,Dress,women,black,floral,formal,3213,281,44916,US,img_2628.jpg,,straight cut,ankle-length,v-neck,full sleeve,knits,16136.67,trending memes,Distracted Boyfriend Revival
instagram_2629,Cinema,15-05-2025,Dress,women,yellow,checks,festive,2252,114,12822,US,img_2629.jpg,,relaxed fit,mini,v-neck,sleeveless,cotton,5062.67,books,Book-to-Film Adaptation 2025
instagram_2630,YouTube,04-04-2024,Top,women,black,checks,formal,928,205,24086,Global,img_2630.jpg,,flared,mini,boat neck,puff sleeve,polyester,8406.33,trending memes,Galaxy Brain Remix
instagram_2631,Celebrities,01-05-2024,Top,women,green,abstract,festive,815,168,31434,Europe,img_2631.jpg,,fit,ankle-length,collared,bell sleeve,knits,10805.67,trending memes,Galaxy Brain Remix
instagram_2632,YouTube,26-02-2024,Top,women,blue,floral,athleisure,568,19,1073,Global,img_2632.jpg,,oversized,maxi,halter,half sleeve,blends,553.33,event - memes,April Fools Viral 2024
instagram_2633,Celebrities,04-09-2024,Skirt,women,red,checks,streetwear,1257,52,9051,India,img_2633.jpg,,regular,ankle-length,halter,full sleeve,linen,3453.33,event - memes,Oscar Memes 2024
instagram_2634,Cinema,15-12-2024,Saree,women,blue,abstract,festive,1799,431,9187,US,img_2634.jpg,,relaxed fit,knee-length,crew neck,bell sleeve,linen,3805.67,event - political,EU Parliament 2024
instagram_2635,Marketplace,30-12-2025,Shirt,men,pink,abstract,festive,3175,69,4421,India,img_2635.jpg,,regular,knee-length,collared,puff sleeve,viscose,2555,franchise,Star Wars New Trilogy 2025
instagram_2636,Facebook,13-07-2025,Kurta,men,"black, yellow, beige",polka dots,streetwear,2257,229,16119,US,img_2636.jpg,,straight cut,midi,polo neck,bell sleeve,denim,6201.67,trending memes,Distracted Boyfriend Revival
instagram_2637,Facebook,25-05-2025,Hoodie,unisex,"red, blue, yellow",floral,formal,117,26,8319,India,img_2637.jpg,,flared,maxi,collared,cap sleeve,denim,2820.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2638,Cinema,13-08-2024,Sweatshirt,unisex,black,stripes,athleisure,1790,384,11303,India,img_2638.jpg,,Slim fit,ankle-length,boat neck,puff sleeve,linen,4492.33,franchise,Fast X Sequel 2024
instagram_2639,Cinema,04-02-2024,Top,women,blue,animal print,streetwear,3865,444,35896,Europe,img_2639.jpg,,oversized,full-length,v-neck,3/4 sleeve,linen,13401.67,franchise,Fast X Sequel 2024
instagram_2640,Cinema,18-06-2024,Top,women,black,tie-dye,festive,4718,168,21867,Global,img_2640.jpg,,bodycon,maxi,v-neck,puff sleeve,denim,8917.67,franchise,Marvel Phase 5 Release 2024
instagram_2641,Instagram,31-03-2024,Kurta,men,white,animal print,streetwear,1989,106,56772,US,img_2641.jpg,,flared,mini,boat neck,half sleeve,polyester,19622.33,franchise,Marvel Phase 5 Release 2024
instagram_2642,Cinema,06-01-2024,Top,women,"yellow, black",graphic prints,formal,3147,451,7008,US,img_2642.jpg,,relaxed fit,knee-length,collared,sleeveless,blends,3535.33,event - political,US Presidential Election 2024
instagram_2643,Instagram,04-03-2024,Jeans,men,"black, beige, red",checks,streetwear,4375,118,33040,India,img_2643.jpg,,relaxed fit,maxi,square neck,full sleeve,linen,12511,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_2644,Instagram,18-07-2024,Jacket,unisex,"white, black",animal print,athleisure,1470,568,26863,Global,img_2644.jpg,,relaxed fit,full-length,off-shoulder,sleeveless,knits,9633.67,franchise,Marvel Phase 5 Release 2024
instagram_2645,Instagram,23-12-2024,Saree,women,black,stripes,athleisure,5580,31,13025,India,img_2645.jpg,,flared,knee-length,square neck,cap sleeve,blends,6212,designer launches,Gucci FW 2024
instagram_2646,Celebrities,20-02-2024,Jeans,men,"red, beige, yellow",floral,athleisure,1773,60,35524,Global,img_2646.jpg,,regular,maxi,halter,bell sleeve,blends,12452.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2647,Marketplace,27-11-2024,Kurti,women,red,polka dots,formal,1678,525,32876,Europe,img_2647.jpg,,fit,midi,polo neck,3/4 sleeve,polyester,11693,designer launches,Ralph Lauren Spring Collection 2024
instagram_2648,Cinema,23-12-2024,Blazer,men,beige,checks,streetwear,2619,96,12570,Global,img_2648.jpg,,Slim fit,cropped,boat neck,half sleeve,knits,5095,franchise,Fast X Sequel 2024
instagram_2649,Instagram,27-09-2024,Kurta,men,white,stripes,casual,2147,383,11567,US,img_2649.jpg,,a-line,midi,crew neck,puff sleeve,polyester,4699,designer launches,Zara Designer Collab 2024
instagram_2650,Marketplace,27-05-2024,Skirt,women,green,solid,formal,2035,30,31058,Europe,img_2650.jpg,,relaxed fit,cropped,boat neck,3/4 sleeve,jersey,11041,event - political,US Presidential Election 2024
instagram_2651,Cinema,05-10-2024,Top,women,blue,stripes,formal,1861,318,14523,India,img_2651.jpg,,flared,midi,v-neck,bell sleeve,knits,5567.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2652,Instagram,30-09-2024,Blazer,men,pink,animal print,athleisure,1654,629,14106,Global,img_2652.jpg,,fit,maxi,square neck,3/4 sleeve,blends,5463,event - political,EU Parliament 2024
instagram_2653,Facebook,24-07-2024,Shirt,men,blue,checks,athleisure,3666,104,28867,India,img_2653.jpg,,Slim fit,ankle-length,crew neck,bell sleeve,viscose,10879,books,Pulitzer Feature 2024
instagram_2654,YouTube,14-06-2024,Hoodie,unisex,yellow,solid,casual,6286,31,17654,US,img_2654.jpg,,flared,mini,polo neck,puff sleeve,polyester,7990.33,designer launches,Zara Designer Collab 2024
instagram_2655,Marketplace,29-02-2024,Skirt,women,green,graphic prints,casual,2341,279,42842,Europe,img_2655.jpg,,straight cut,mini,polo neck,bell sleeve,cotton,15154,event - political,EU Parliament 2024
instagram_2656,Facebook,10-12-2025,Skirt,women,"white, pink",solid,casual,1114,133,11778,India,img_2656.jpg,,straight cut,ankle-length,boat neck,cap sleeve,blends,4341.67,designer launches,Dior Haute 2025
instagram_2657,Instagram,24-06-2025,T-Shirt,men,blue,graphic prints,athleisure,4404,388,25659,India,img_2657.jpg,,Slim fit,maxi,square neck,half sleeve,blends,10150.33,designer launches,Prada SS 2025
instagram_2658,Instagram,21-04-2024,Hoodie,unisex,white,graphic prints,athleisure,3008,18,33018,Global,img_2658.jpg,,flared,ankle-length,square neck,puff sleeve,polyester,12014.67,trending memes,Vogue Challenge 2024
instagram_2659,YouTube,13-08-2024,Dress,women,white,tie-dye,athleisure,5181,227,49201,India,img_2659.jpg,,relaxed fit,maxi,crew neck,half sleeve,blends,18203,event - political,India State Elections 2024
instagram_2660,Cinema,04-10-2025,Jacket,unisex,red,animal print,casual,591,284,19755,US,img_2660.jpg,,straight cut,full-length,off-shoulder,puff sleeve,blends,6876.67,designer launches,Dior Haute 2025
instagram_2661,Marketplace,19-03-2025,Saree,women,"beige, blue",checks,athleisure,824,111,32179,US,img_2661.jpg,,a-line,full-length,off-shoulder,sleeveless,polyester,11038,event - memes,Super Bowl Halftime Meme 2025
instagram_2662,Facebook,10-11-2024,Jeans,unisex,"red, white",floral,streetwear,4155,408,8004,India,img_2662.jpg,,fit,full-length,collared,sleeveless,viscose,4189,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2663,Instagram,04-05-2024,Top,women,"yellow, red",abstract,formal,4563,315,5729,US,img_2663.jpg,,fit,mini,crew neck,3/4 sleeve,cotton,3535.67,trending memes,Vogue Challenge 2024
instagram_2664,Marketplace,26-11-2024,Jeans,men,black,stripes,athleisure,3681,155,23120,Global,img_2664.jpg,,relaxed fit,knee-length,collared,puff sleeve,denim,8985.33,designer launches,Zara Designer Collab 2024
instagram_2665,Celebrities,02-07-2025,Top,women,red,checks,casual,1478,196,6300,India,img_2665.jpg,,straight cut,full-length,boat neck,puff sleeve,linen,2658,franchise,Star Wars New Trilogy 2025
instagram_2666,Marketplace,06-12-2025,Dress,women,beige,polka dots,athleisure,6757,121,15081,Global,img_2666.jpg,,flared,maxi,polo neck,cap sleeve,knits,7319.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2667,Facebook,22-09-2024,Skirt,women,blue,floral,formal,642,36,14373,Europe,img_2667.jpg,,a-line,knee-length,square neck,sleeveless,blends,5017,books,Bestseller Book Tour 2024
instagram_2668,Instagram,05-02-2025,Jacket,unisex,pink,polka dots,casual,298,268,19250,US,img_2668.jpg,,relaxed fit,mini,collared,full sleeve,polyester,6605.33,event - memes,Super Bowl Halftime Meme 2025
instagram_2669,Cinema,18-03-2024,T-Shirt,men,"pink, red",animal print,athleisure,5641,430,65471,Global,img_2669.jpg,,bodycon,full-length,boat neck,cap sleeve,blends,23847.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_2670,Facebook,14-03-2024,Kurta,men,yellow,polka dots,streetwear,446,162,46387,India,img_2670.jpg,,flared,maxi,v-neck,sleeveless,blends,15665,event - memes,April Fools Viral 2024
instagram_2671,Marketplace,28-03-2025,T-Shirt,unisex,"green, pink",floral,streetwear,917,284,29640,US,img_2671.jpg,,oversized,maxi,boat neck,half sleeve,polyester,10280.33,event - memes,Super Bowl Halftime Meme 2025
instagram_2672,Marketplace,21-06-2024,Blazer,men,yellow,abstract,formal,452,100,33986,India,img_2672.jpg,,fit,full-length,boat neck,half sleeve,jersey,11512.67,event - political,US Presidential Election 2024
instagram_2673,Celebrities,23-12-2024,Jacket,unisex,"green, pink",solid,streetwear,693,170,4513,Global,img_2673.jpg,,flared,mini,collared,bell sleeve,cotton,1792,books,Bestseller Book Tour 2024
instagram_2674,Instagram,17-11-2024,Sweatshirt,unisex,white,stripes,casual,335,44,7494,US,img_2674.jpg,,fit,maxi,boat neck,cap sleeve,blends,2624.33,event - political,India State Elections 2024
instagram_2675,Cinema,30-05-2025,T-Shirt,unisex,"beige, pink",tie-dye,casual,7730,233,17875,US,img_2675.jpg,,fit,knee-length,v-neck,half sleeve,cotton,8612.67,franchise,Star Wars New Trilogy 2025
instagram_2676,Facebook,13-10-2024,Skirt,women,yellow,checks,formal,4483,556,17440,US,img_2676.jpg,,a-line,cropped,collared,puff sleeve,blends,7493,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_2677,YouTube,03-03-2024,T-Shirt,men,green,floral,streetwear,1205,110,10583,Europe,img_2677.jpg,,relaxed fit,mini,collared,cap sleeve,viscose,3966,designer launches,Chanel Cruise 2024
instagram_2678,Instagram,21-08-2025,Sweatshirt,unisex,beige,abstract,casual,2401,414,19639,Europe,img_2678.jpg,,regular,midi,polo neck,3/4 sleeve,blends,7484.67,event - memes,Super Bowl Halftime Meme 2025
instagram_2679,Marketplace,13-09-2024,Hoodie,unisex,"red, green",solid,formal,1992,135,147,US,img_2679.jpg,,fit,ankle-length,square neck,full sleeve,cotton,758,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2680,Celebrities,12-07-2024,Kurti,women,blue,animal print,festive,2309,189,17815,Europe,img_2680.jpg,,regular,mini,square neck,cap sleeve,linen,6771,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2681,YouTube,28-05-2024,Jeans,unisex,green,abstract,festive,2886,89,46733,India,img_2681.jpg,,straight cut,maxi,square neck,cap sleeve,viscose,16569.33,trending memes,Vogue Challenge 2024
instagram_2682,Facebook,12-09-2024,Jeans,men,"black, pink",floral,athleisure,3452,475,45465,India,img_2682.jpg,,oversized,knee-length,v-neck,3/4 sleeve,linen,16464,books,Pulitzer Feature 2024
instagram_2683,Cinema,31-10-2025,Sweatshirt,unisex,yellow,abstract,casual,2190,151,16190,US,img_2683.jpg,,regular,mini,crew neck,bell sleeve,polyester,6177,trending memes,Distracted Boyfriend Revival
instagram_2684,Instagram,24-04-2024,Blazer,men,yellow,solid,formal,4174,198,9332,US,img_2684.jpg,,oversized,knee-length,collared,puff sleeve,blends,4568,books,Pulitzer Feature 2024
instagram_2685,YouTube,12-09-2024,Kurta,men,green,abstract,casual,11367,122,1911,Global,img_2685.jpg,,straight cut,ankle-length,boat neck,half sleeve,rayon,4466.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2686,Instagram,15-07-2024,Kurta,men,beige,polka dots,festive,4395,216,2971,Global,img_2686.jpg,,regular,midi,square neck,3/4 sleeve,blends,2527.33,books,Bestseller Book Tour 2024
instagram_2687,Celebrities,25-04-2025,Blazer,men,white,tie-dye,athleisure,4382,44,23844,US,img_2687.jpg,,bodycon,knee-length,halter,full sleeve,denim,9423.33,franchise,Star Wars New Trilogy 2025
instagram_2688,Marketplace,11-03-2025,Jeans,unisex,beige,polka dots,streetwear,6382,105,9520,Global,img_2688.jpg,,fit,cropped,boat neck,half sleeve,jersey,5335.67,designer launches,Prada SS 2025
instagram_2689,YouTube,20-07-2024,Kurta,men,white,stripes,formal,7553,42,32056,US,img_2689.jpg,,a-line,knee-length,off-shoulder,puff sleeve,viscose,13217,event - political,EU Parliament 2024
instagram_2690,Marketplace,09-02-2024,Sweatshirt,unisex,white,abstract,casual,596,30,23217,Global,img_2690.jpg,,oversized,mini,v-neck,3/4 sleeve,rayon,7947.67,franchise,Fast X Sequel 2024
instagram_2691,Facebook,04-05-2025,T-Shirt,men,pink,checks,casual,581,77,12237,India,img_2691.jpg,,regular,maxi,square neck,cap sleeve,viscose,4298.33,franchise,Star Wars New Trilogy 2025
instagram_2692,Celebrities,25-01-2024,Skirt,women,"white, green",polka dots,streetwear,6397,62,3179,US,img_2692.jpg,,fit,full-length,halter,puff sleeve,jersey,3212.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2693,YouTube,27-07-2025,Hoodie,unisex,beige,tie-dye,streetwear,5732,213,69754,Europe,img_2693.jpg,,flared,maxi,halter,sleeveless,cotton,25233,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2694,YouTube,21-12-2024,Jacket,unisex,blue,tie-dye,formal,459,179,23935,Global,img_2694.jpg,,bodycon,midi,square neck,full sleeve,knits,8191,event - political,EU Parliament 2024
instagram_2695,Marketplace,10-06-2025,T-Shirt,unisex,green,checks,casual,4399,21,26345,Europe,img_2695.jpg,,regular,ankle-length,off-shoulder,half sleeve,linen,10255,trending memes,Distracted Boyfriend Revival
instagram_2696,Marketplace,09-02-2024,T-Shirt,unisex,yellow,stripes,athleisure,8299,177,29667,India,img_2696.jpg,,oversized,mini,boat neck,full sleeve,blends,12714.33,trending memes,Cottagecore Revival Meme 2024
instagram_2697,Marketplace,09-12-2024,Blazer,men,black,tie-dye,formal,1480,47,27998,Europe,img_2697.jpg,,Slim fit,maxi,v-neck,full sleeve,jersey,9841.67,books,Pulitzer Feature 2024
instagram_2698,Facebook,17-05-2024,Jeans,men,pink,abstract,formal,1358,404,26072,Europe,img_2698.jpg,,flared,midi,square neck,sleeveless,cotton,9278,franchise,Marvel Phase 5 Release 2024
instagram_2699,Facebook,10-07-2025,Blazer,men,red,tie-dye,athleisure,4459,115,25234,Global,img_2699.jpg,,bodycon,knee-length,crew neck,full sleeve,cotton,9936,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2700,Cinema,21-10-2024,Kurta,men,"beige, red",stripes,athleisure,1040,151,3108,India,img_2700.jpg,,regular,cropped,v-neck,sleeveless,cotton,1433,designer launches,Gucci FW 2024
